price,bed,bath,sqft,type,yearbuilt,parking,heating,cooling,area
"$989,900",3,3,"2,043",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,147,366",3,3,"2,705",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$619,000",2,2,"1,039",Single Family,1992,On street,Forced air,Central,East Bay
"$829,990",2,3,"1,740",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$849,990",2,3,"1,740",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$1,623,995",4,5,"3,528",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$810,000",3,3,"1,800",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$1,149,020",3,3,"2,654",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$905,990",3,3,"1,748",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$1,126,399",4,3,"2,447",Single Family,2019,2 spaces,Forced air,Central,East Bay
"$1,028,000",4,3,"2,204",Single Family,1980,2 spaces,Forced air,Central,East Bay
"$1,702,995",5,6,"4,010",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,646,995",5,6,"3,658",Single Family,2020,3 spaces,No Data,Single Family,East Bay
"$1,549,995",5,5,"3,371",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$949,900",3,3,"2,043",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$798,888",2,3,"1,526",Condo,2018,2 spaces,Forced air,Central,East Bay
"$1,569,995",4,4,"3,433",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,681,995",5,6,"3,854",Single Family,2020,3 spaces,No Data,Single Family,East Bay
"$1,574,995",5,5,"3,527",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,150,880",5,4,"2,828",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$759,000",3,null,null,Single Family,1952,Attached Garage,Forced air,Central,East Bay
"$353,950",2,1,656,Single Family,1925,No Data,Wall,None,East Bay
"$648,390",2,null,null,Single Family,1900,No Data,No Data,No Data,East Bay
"$969,762",--,null,null,Single Family,1961,No Data,No Data,No Data,East Bay
"$738,604",3,null,null,Single Family,1914,Detached Garage,No Data,No Data,East Bay
"$678,940",3,null,null,Single Family,1962,No Data,No Data,No Data,East Bay
"$768,780",3,2,"1,361",Single Family,1944,Attached Garage,Forced air,No Data,East Bay
"$625,959",3,null,null,Single Family,1944,No Data,No Data,No Data,East Bay
"$1,449,000",4,5,"4,750",Single Family,1992,6 spaces,Forced air,None,East Bay
"$799,000",3,3,"2,848",Single Family,1922,Carport,Forced air,Wall,East Bay
"$670,713",2,null,null,Single Family,1912,Detached Garage,No Data,No Data,East Bay
"$99,000",1,1,624,Mobile / Manufactured,1980,Off street,Other,Wall,East Bay
"$850,000",3,2,"1,975",Single Family,1910,Carport,Baseboard,None,East Bay
"$975,000",3,3,"1,798",Single Family,1926,2 spaces,Forced air,"Central, None",East Bay
"$899,000",5,3,"2,403",Single Family,2000,2 spaces,Forced air,Central,East Bay
"$2,258,000",3,null,null,Multi Family,1912,5 spaces,Gas,Other,East Bay
"$530,695",2,null,null,Condo,1951,Detached Garage,No Data,No Data,East Bay
"$932,948",3,null,null,Single Family,1962,Detached Garage,No Data,No Data,East Bay
"$1,280,000",0.45 acres,null,null,null,null,null,null,null,East Bay
"$672,974",2,null,null,Single Family,1942,Detached Garage,No Data,No Data,East Bay
"$667,789",3,null,null,Single Family,1944,Detached Garage,No Data,No Data,East Bay
"$451,187",3,null,null,Condo,1979,No Data,No Data,No Data,East Bay
"$599,950",3,2,"1,874",Multi Family,1983,No Data,No Data,No Data,East Bay
"$532,625",2,null,null,Single Family,1942,Detached Garage,No Data,No Data,East Bay
"$789,758",3,null,null,Single Family,1955,Detached Garage,No Data,No Data,East Bay
"$933,804",4,null,null,Multiple Occupancy,1922,No Data,No Data,No Data,East Bay
"$699,998",3,3,"2,127",Single Family,1955,2 spaces,Gas,None,East Bay
"$636,612",3,null,null,Townhouse,2003,Detached Garage,Other,No Data,East Bay
"$533,804",3,null,null,Condo,1972,Detached Garage,No Data,No Data,East Bay
"$439,000",2,2,"1,047",Condo,1973,2 spaces,Wall,None,East Bay
"$700,776",3,2,"1,434",Single Family,1948,Attached Garage,Forced air,Other,East Bay
"$418,000",2,1,"1,089",Condo,1967,1 space,"Electric, Gas",Wall,East Bay
"$962,241",5,null,null,Single Family,1956,Detached Garage,No Data,No Data,East Bay
"$1,057,458",4,null,null,Single Family,1962,Detached Garage,No Data,No Data,East Bay
"$660,872",3,null,null,Single Family,1946,Detached Garage,No Data,No Data,East Bay
"$900,000",2,2,"1,116",Single Family,1902,Detached Garage,Gas,Central,East Bay
"$838,520",3,null,null,Single Family,1955,Detached Garage,No Data,No Data,East Bay
"$949,975",3,2,"1,758",Single Family,1976,2 spaces,Forced air,Central,East Bay
"$418,623",1,null,null,Condo,1983,Detached Garage,No Data,No Data,East Bay
"$642,436",3,null,null,Single Family,1944,Detached Garage,No Data,No Data,East Bay
"$1,200,000",5,4,"3,074",Single Family,2003,2 spaces,Forced air,Central,East Bay
"$805,950",4,4,"1,930",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$210,000","4,186 sqft",null,null,null,null,null,null,null,East Bay
"$990,000",4,null,null,Single Family,2003,Detached Garage,No Data,No Data,East Bay
"$658,825",3,null,null,Single Family,1947,Detached Garage,No Data,No Data,East Bay
"$401,509",2,null,null,Condo,1994,Detached Garage,No Data,No Data,East Bay
"$586,680",2,1,894,Single Family,1947,No Data,No Data,None,East Bay
"$599,999",2,2,"1,513",Townhouse,1985,Attached Garage,Forced air,No Data,East Bay
"$628,060",3,null,null,Single Family,1926,Detached Garage,No Data,No Data,East Bay
"$1,399,998",0.43 acres,null,null,null,null,null,null,null,East Bay
"$819,950",4,4,"1,918",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$1,500,000",--,null,null,Multi Family,1961,8 spaces,Gas,"Central, Wall",East Bay
"$570,975",2,null,null,Single Family,1942,"On street, Attached Garage",Forced air,Central,East Bay
"$719,950",3,4,"1,531",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$774,950",4,4,"1,773",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$529,530",3,null,null,Condo,1980,No Data,No Data,No Data,East Bay
"$399,000",2,2,895,Condo,1987,2 spaces,Baseboard,None,East Bay
"$729,915",4,null,null,Single Family,2009,Detached Garage,No Data,No Data,East Bay
"$739,950",3,3,"1,619",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$699,000",3,2,"1,662",Single Family,1946,1 space,Forced air,Wall,East Bay
"$669,468",3,null,null,Single Family,1955,Detached Garage,No Data,No Data,East Bay
"$729,900",3,1,"1,340",Single Family,1948,1 space,Wall,Other,East Bay
null,3,null,null,Multi Family,2007,Detached Garage,No Data,No Data,East Bay
null,3,null,null,Single Family,1923,5 spaces,No Data,No Data,East Bay
"$804,950",4,4,"1,918",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$809,949",4,4,"1,918",Townhouse,2019,Attached Garage,Forced air,Central,East Bay
"$749,950",4,4,"1,678",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$739,500",3,null,null,Single Family,1955,Attached Garage,Forced air,Central,East Bay
"$653,877",2,null,null,Single Family,1949,Detached Garage,No Data,No Data,East Bay
"$699,000",4,3,"1,650",Single Family,1951,Attached Garage,No Data,None,East Bay
"$816,834",4,null,null,Single Family,1980,No Data,No Data,No Data,East Bay
"$680,000",3,2,"1,100",Single Family,1958,Attached Garage,Forced air,None,East Bay
"$767,588",4,null,null,Single Family,1998,Detached Garage,No Data,No Data,East Bay
"$955,844",3,2,"2,084",Single Family,1965,2 spaces,Forced air,Central,East Bay
"$579,900",3,2,"1,613",Single Family,1952,"Carport, Detached Garage",Wall,Central,East Bay
"$749,950",3,2,"1,427",Single Family,1957,2 spaces,Forced air,Central,East Bay
"$710,000",3,2,"1,156",Single Family,1958,2 spaces,Wall,None,East Bay
"$151,000",2,2,"1,080",Mobile / Manufactured,1971,2 spaces,Forced air,No Data,East Bay
"$715,819",3,2,"1,566",Single Family,1953,Off street,No Data,No Data,East Bay
"$849,269",4,null,null,Single Family,1999,Detached Garage,No Data,No Data,East Bay
"$145,000",2,2,"1,392",Mobile / Manufactured,1972,No Data,No Data,No Data,East Bay
"$599,000",3,2,"1,344",Single Family,1949,1 space,Forced air,Central,East Bay
"$139,900",2,2,"1,368",Mobile / Manufactured,1972,2 spaces,Forced air,No Data,East Bay
"$529,000",3,3,"1,453",Townhouse,1971,2 spaces,Forced air,No Data,East Bay
"$760,000",3,4,"1,782",Townhouse,2019,Attached Garage,Forced air,Central,East Bay
"$443,669",1,null,null,Single Family,1920,Detached Garage,No Data,No Data,East Bay
"$740,000",3,3,"1,524",Townhouse,2020,Attached Garage,Forced air,Central,East Bay
"$663,285",3,null,null,Single Family,1947,Detached Garage,No Data,No Data,East Bay
"$857,241",4,null,null,Single Family,1997,Detached Garage,No Data,No Data,East Bay
"$1,299,000",3,2,"2,037",Single Family,1948,"Off street, Detached Garage",No Data,No Data,East Bay
"$740,000",3,3,"1,525",Townhouse,2019,Attached Garage,Forced air,Central,East Bay
"$710,000",4,1,"1,477",Single Family,1946,1 space,Wall,None,East Bay
"$125,000","4,247 sqft",null,null,null,null,null,null,null,East Bay
"$749,950",3,2,"1,556",Single Family,1956,2 spaces,Forced air,No Data,East Bay
"$760,000",3,4,"1,782",Townhouse,2019,No Data,Forced air,Central,East Bay
"$760,000",3,4,"1,523",Townhouse,2019,Attached Garage,Forced air,Central,East Bay
"$682,321",3,null,null,Single Family,1950,Detached Garage,No Data,No Data,East Bay
"$672,942",3,null,null,Single Family,1950,Detached Garage,No Data,No Data,East Bay
"$725,000",3,3,"1,524",Single Family,1951,2 spaces,No Data,No Data,East Bay
"$740,038",3,null,null,Single Family,1954,Detached Garage,No Data,No Data,East Bay
"$750,000",4,2,"1,659",Single Family,1956,2 spaces,Forced air,No Data,East Bay
"$668,000",3,null,null,Single Family,1944,Attached Garage,Forced air,Central,East Bay
"$778,351",3,3,"1,819",Single Family,1994,Attached Garage,Forced air,Central,East Bay
"$675,888",3,3,"1,361",Townhouse,2018,2 spaces,Forced air,Central,East Bay
"$834,698",3,null,null,Single Family,1969,Detached Garage,No Data,No Data,East Bay
"$172,500",2,2,"1,440",Mobile / Manufactured,No Data,No Data,No Data,No Data,East Bay
"$930,685",5,null,null,Single Family,1972,Detached Garage,No Data,No Data,East Bay
"$822,048",3,3,"1,640",Townhouse,2019,2 spaces,Forced air,Townhouse,East Bay
"$1,080,000",3,3,"2,031",Single Family,1972,2 spaces,Forced air,Central,East Bay
"$649,900",4,2,"1,342",Townhouse,1971,2 spaces,No Data,No Data,East Bay
"$803,763",4,2,"1,888",Single Family,1971,Attached Garage,Forced air,None,East Bay
"$853,162",2,3,"1,479",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$998,000",3,2,"1,552",Single Family,1983,2 spaces,Forced air,Central,East Bay
"$1,121,158",5,null,null,Single Family,1993,Detached Garage,No Data,No Data,East Bay
"$879,990",3,3,"1,964",Townhouse,2020,2 spaces,Forced air,Townhouse,East Bay
"$908,880",3,4,"1,980",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$799,000",3,3,"1,646",Townhouse,2020,2 spaces,Forced air,Townhouse,East Bay
"$879,000",3,4,"1,816",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$1,408,369",5,3,"2,797",Single Family,1996,3 spaces,Forced air,Central,East Bay
"$299,000",4,2,"1,700",Mobile / Manufactured,No Data,Carport,Forced air,Central,East Bay
"$849,990",3,3,"1,849",Townhouse,2020,2 spaces,Forced air,Townhouse,East Bay
"$174,900",2,2,"1,440",Mobile / Manufactured,No Data,No Data,No Data,No Data,East Bay
"$527,617",2,null,null,Condo,1971,Detached Garage,No Data,No Data,East Bay
"$1,345,000",5,3,"3,280",Single Family,1971,2 spaces,Forced air,Central,East Bay
"$935,186",4,null,null,Single Family,1973,Detached Garage,No Data,No Data,East Bay
"$490,000",2,3,"1,072",Condo,1976,Carport,Forced air,Central,East Bay
"$879,237",4,null,null,Single Family,1985,Detached Garage,No Data,No Data,East Bay
"$727,349",4,null,null,Single Family,1948,Detached Garage,No Data,No Data,East Bay
"$1,049,950",6,3,"1,955",Single Family,1968,Attached Garage,Forced air,None,East Bay
"$6,700,000",21,14,"11,500",Multi Family,2011,Attached Garage,Other,No Data,East Bay
"$620,000",2,2,"1,022",Condo,2001,1 space,Baseboard,Wall,East Bay
"$935,226",3,null,null,Single Family,1969,Detached Garage,No Data,No Data,East Bay
null,3,null,null,Apartment,1906,Detached Garage,No Data,No Data,East Bay
"$1,040,344",--,null,null,Single Family,1976,No Data,No Data,No Data,East Bay
"$826,317",3,null,null,Single Family,1959,Detached Garage,No Data,No Data,East Bay
"$1,270,888",4,3,"2,283",Single Family,1998,2 spaces,Forced air,Central,East Bay
"$830,707",4,null,null,Single Family,1964,Detached Garage,No Data,No Data,East Bay
"$913,167",4,3,"1,964",Townhouse,2019,2 spaces,Forced air,Townhouse,East Bay
"$499,888","7,501 sqft",null,null,null,null,null,null,null,East Bay
"$1,282,730",4,null,null,Single Family,1984,Detached Garage,No Data,No Data,East Bay
"$515,232",2,null,null,Single Family,1930,No Data,No Data,No Data,East Bay
"$579,000",3,2,"1,298",Townhouse,1972,2 spaces,Forced air,Central,East Bay
"$899,888",3,2,"1,396",Single Family,1968,2 spaces,Forced air,None,East Bay
"$975,000",4,2,"1,848",Single Family,1985,2 spaces,Forced air,None,East Bay
"$1,110,930",4,null,null,Single Family,1993,Detached Garage,No Data,No Data,East Bay
"$831,849",3,3,"1,806",Townhouse,No Data,2 spaces,Forced air,Townhouse,East Bay
"$319,000",3,2,"1,540",Mobile / Manufactured,2020,No Data,No Data,No Data,East Bay
"$888,888",3,2,"1,776",Single Family,1967,2 spaces,Forced air,Other,East Bay
"$989,000",3,2,"1,154",Single Family,1919,On street,Forced air,No Data,East Bay
"$775,000",4,2,"1,566",Single Family,1952,Detached Garage,Forced air,Central,East Bay
"$965,000",4,4,"2,129",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$822,050",3,3,"1,640",Townhouse,2020,2 spaces,Forced air,Townhouse,East Bay
"$908,880",3,4,"1,976",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$990,000",4,3,"1,881",Single Family,1999,Attached Garage,Forced air,Central,East Bay
"$568,000",3,2,"1,135",Condo,1986,Carport,Forced air,Wall,East Bay
"$933,063",4,null,null,Single Family,1972,Detached Garage,No Data,No Data,East Bay
"$447,000",1,1,737,Condo,2007,Carport,Forced air,Central,East Bay
"$849,777",3,2,"1,120",Single Family,1970,2 spaces,Gas,Central,East Bay
"$875,000",3,2,"1,320",Single Family,1973,2 spaces,Forced air,None,East Bay
"$1,327,253",6,null,null,Single Family,1974,Detached Garage,No Data,No Data,East Bay
"$719,950",3,2,"1,405",Single Family,1957,2 spaces,Forced air,Central,East Bay
"$799,000",3,3,"1,646",Townhouse,2019,2 spaces,Forced air,Townhouse,East Bay
"$599,988",1.1 acres,null,null,null,null,null,null,null,East Bay
"$845,877",4,null,null,Single Family,1960,Attached Garage,No Data,Other,East Bay
null,4,null,null,Single Family,1978,2 spaces,"Forced air, Other, Stove","Central, Refrigeration",East Bay
"$689,950",3,1,"1,002",Single Family,1953,1 space,Wall,None,East Bay
"$845,000",3,2,"1,492",Single Family,1967,2 spaces,No Data,None,East Bay
"$902,200",4,null,null,Single Family,1969,Detached Garage,No Data,No Data,East Bay
"$831,850",3,3,"1,806",Townhouse,2020,2 spaces,Forced air,Townhouse,East Bay
"$690,000",2,1,815,Single Family,1976,2 spaces,Forced air,None,East Bay
"$630,000",3,null,null,null,null,null,null,null,East Bay
"$1,199,999",4,3,"1,989",Single Family,1973,2 spaces,Forced air,Central,East Bay
"$859,000",3,3,"1,761",Townhouse,1994,2 spaces,Forced air,Central,East Bay
"$861,481",3,null,null,Condo,1996,Detached Garage,No Data,No Data,East Bay
"$1,165,000",3,3,"1,744",Single Family,1971,2 spaces,Forced air,None,East Bay
"$560,000",2,1,884,Townhouse,1971,2 spaces,Forced air,Central,East Bay
"$1,199,000",4,3,"2,034",Single Family,2003,2 spaces,Forced air,Central,East Bay
"$3,100,000",4,5,"4,803",Single Family,1977,3 spaces,Forced air,Central,East Bay
"$894,900",3,3,"1,851",Townhouse,1973,2 spaces,Forced air,Central,East Bay
"$669,950",2,2,"1,302",Townhouse,1994,1 space,Forced air,Central,East Bay
"$960,000",3,2,"1,311",Single Family,1969,2 spaces,Other,Central,East Bay
"$1,135,000",5,4,"2,144",Townhouse,2017,2 spaces,Forced air,Central,East Bay
"$1,030,000",3,2,"1,896",Single Family,1968,2 spaces,Forced air,Central,East Bay
"$849,000",3,3,"1,614",Townhouse,1991,2 spaces,Forced air,Central,East Bay
"$2,275,000",5,3,"3,786",Single Family,1987,3 spaces,Forced air,Central,East Bay
"$1,217,345",3,null,null,Single Family,1951,No Data,No Data,No Data,East Bay
"$936,108",3,null,null,Single Family,1995,2 spaces,"Electric, Gas",Central,East Bay
"$1,020,513",4,null,null,Single Family,1968,Detached Garage,No Data,No Data,East Bay
"$1,041,251",3,null,null,Single Family,1969,Detached Garage,No Data,No Data,East Bay
"$589,730",2,null,null,Condo,1991,Detached Garage,No Data,No Data,East Bay
"$1,098,912",4,null,null,Single Family,No Data,Detached Garage,No Data,No Data,East Bay
"$2,485,000",4,5,"4,791",Single Family,2008,3 spaces,Forced air,Central,East Bay
"$607,644",3,null,null,Single Family,1926,Detached Garage,No Data,No Data,East Bay
"$389,000",3,2,915,Condo,1991,No Data,Forced air,Central,East Bay
"$985,000",6,null,null,Multi Family,1965,4 spaces,Other,No Data,East Bay
"$613,205",2,null,null,Single Family,1905,Detached Garage,No Data,No Data,East Bay
"$699,000",5,2,"1,936",Multi Family,1922,2 spaces,Forced air,Central,East Bay
"$748,888",4,2,"1,530",Single Family,1927,2 spaces,No Data,No Data,East Bay
"$420,000",3,1,739,Single Family,1906,No Data,Wall,None,East Bay
"$459,000",4,1,924,Single Family,1924,No Data,Gas,Other,East Bay
"$226,007",2,null,null,Single Family,1923,No Data,No Data,No Data,East Bay
"$509,727",2,1,708,Single Family,1918,2 spaces,No Data,No Data,East Bay
null,--,null,null,Multi Family,No Data,No Data,No Data,No Data,East Bay
"$499,000",2,1,880,Single Family,1915,Carport,Forced air,None,East Bay
"$581,935",2,null,null,Single Family,1923,Detached Garage,No Data,No Data,East Bay
"$570,000",3,2,"1,139",Single Family,1908,1 space,No Data,Central,East Bay
"$475,000",3,2,"1,056",Single Family,1925,1 space,No Data,No Data,East Bay
"$699,950",--,null,null,Multi Family,1926,No Data,No Data,No Data,East Bay
"$1,199,000",--,null,null,Multi Family,1966,4 spaces,No Data,No Data,East Bay
"$505,000",4,2,"1,254",Single Family,1915,No Data,Forced air,None,East Bay
"$435,000",3,2,915,Condo,1991,No Data,Forced air,Other,East Bay
"$551,309",2,null,null,Single Family,1938,Detached Garage,No Data,No Data,East Bay
"$595,000",--,null,null,Multi Family,1912,No Data,Other,None,East Bay
"$785,000",4,4,"2,396",Multi Family,1944,None,No Data,No Data,East Bay
"$810,000",3,3,"1,581",Condo,2005,Attached Garage,Forced air,None,East Bay
"$374,998",2,1,"1,008",Single Family,1941,2 spaces,Gas,None,East Bay
"$850,000",4,4,"4,192",Multi Family,1926,No Data,No Data,No Data,East Bay
"$547,389",2,null,null,Single Family,1922,Detached Garage,No Data,No Data,East Bay
"$608,000",--,null,null,Multi Family,1913,No Data,Forced air,None,East Bay
"$442,947",2,null,null,Single Family,1910,No Data,No Data,No Data,East Bay
"$750,000",2,null,null,Multi Family,1925,1 space,Wall,Central,East Bay
"$684,675",4,3,"2,373",Single Family,1912,Detached Garage,Forced air,Central,East Bay
"$595,000",4,2,"1,200",Miscellaneous,1900,2 spaces,Forced air,Central,East Bay
"$425,000",2,1,"1,053",Single Family,1905,Detached Garage,Wall,No Data,East Bay
"$850,000",--,null,null,Multi Family,1951,No Data,No Data,No Data,East Bay
"$850,000",3,3,"1,993",Condo,2004,2 spaces,Forced air,Other,East Bay
"$783,979",4,3,"2,484",Single Family,1900,10 spaces,No Data,No Data,East Bay
"$599,000",4,2,"1,519",Single Family,1913,Detached Garage,Forced air,Other,East Bay
"$460,991",1,null,null,Single Family,1922,No Data,No Data,No Data,East Bay
"$799,000",6,null,null,Multi Family,1969,2 spaces,Forced air,Central,East Bay
"$535,000",3,2,"1,138",Single Family,1923,Detached Garage,Forced air,None,East Bay
"$595,000",2,2,"1,238",Single Family,1905,2 spaces,Forced air,None,East Bay
"$794,658",6,null,null,Multiple Occupancy,1965,Detached Garage,No Data,No Data,East Bay
"$1,475,000",--,null,null,Multi Family,1957,18 spaces,Gas,Wall,East Bay
"$639,652",4,null,null,Multiple Occupancy,1947,No Data,No Data,No Data,East Bay
null,--,null,null,Multi Family,1965,No Data,No Data,No Data,East Bay
"$499,000",2,1,854,Single Family,1916,1 space,Baseboard,None,East Bay
"$418,098",2,2,"1,490",Single Family,1906,No Data,Wall,Central,East Bay
"$706,788",2,2,"1,051",Condo,2016,1 space,Electric,No Data,East Bay
"$700,000",3,3,"1,882",Single Family,1912,Detached Garage,Forced air,None,East Bay
null,3,null,null,Single Family,1923,No Data,No Data,No Data,East Bay
"$460,000",2,1,737,Single Family,1928,2 spaces,Wall,None,East Bay
"$1,395,000",7,5,"3,064",Multi Family,1906,5 spaces,"Forced air, Wall","Other, Wall",East Bay
"$199,000","10,802 sqft",null,null,null,null,null,null,null,East Bay
"$905,703",2,null,null,Single Family,1922,Detached Garage,No Data,No Data,East Bay
"$999,000",4,2,"1,672",Single Family,1922,No Data,Forced air,None,East Bay
"$1,375,000",1,null,null,Multi Family,1940,4 spaces,No Data,None,East Bay
"$620,000",2,null,null,Multi Family,1945,No Data,Gas,Wall,East Bay
"$898,000",3,2,"1,374",Single Family,1924,Detached Garage,Forced air,None,East Bay
"$2,395,000",6,4,"4,438",Single Family,1941,6 spaces,Forced air,None,East Bay
"$749,000",2,1,888,Single Family,1908,Detached Garage,Electric,None,East Bay
"$839,000",3,4,"1,833",Single Family,1925,1 space,Forced air,Central,East Bay
"$1,479,430",4,null,null,Single Family,1927,Detached Garage,No Data,No Data,East Bay
"$728,000",2,1,996,Single Family,1918,1 space,Forced air,No Data,East Bay
"$1,576,522",5,null,null,Single Family,1968,Detached Garage,No Data,No Data,East Bay
"$749,000",1,1,834,Single Family,1924,4 spaces,Forced air,None,East Bay
"$1,250,000",7,null,null,Multi Family,1911,8 spaces,Forced air,Central,East Bay
"$888,214",2,2,"1,428",Single Family,1923,Detached Garage,No Data,No Data,East Bay
"$445,000",2,1,903,Condo,1991,2 spaces,Baseboard,Central,East Bay
null,2,null,null,Single Family,1924,1 space,Forced air,None,East Bay
"$582,025",1,null,null,Single Family,1920,Detached Garage,No Data,No Data,East Bay
"$1,135,000",--,null,null,Multi Family,1953,No Data,Wall,None,East Bay
null,"8,280 sqft",null,null,null,null,null,null,null,East Bay
"$699,000",2,1,"1,348",Single Family,1913,2 spaces,Forced air,None,East Bay
"$1,099,000",2,2,"1,009",Single Family,1928,1 space,Forced air,None,East Bay
"$635,000",4,2,"1,340",Single Family,1908,No Data,Wall,Wall,East Bay
"$1,599,000",6,4,"3,378",Single Family,1912,Detached Garage,Forced air,Other,East Bay
"$881,691",3,null,null,Single Family,1937,Detached Garage,No Data,No Data,East Bay
"$609,404",3,null,null,Single Family,1919,Detached Garage,No Data,No Data,East Bay
"$1,499,000",5,4,"4,561",Single Family,2003,3 spaces,Forced air,Central,East Bay
"$1,238,963",4,null,null,Single Family,1923,No Data,No Data,No Data,East Bay
"$749,900",2,1,"1,071",Single Family,1924,1 space,Forced air,None,East Bay
"$628,800",3,2,"1,360",Single Family,1910,1 space,Other,None,East Bay
"$698,888",4,3,"1,590",Single Family,1923,Carport,Forced air,Central,East Bay
"$613,501",4,2,"1,427",Single Family,1903,Detached Garage,No Data,Other,East Bay
"$575,000",2,null,null,Single Family,1926,3 spaces,Forced air,Central,East Bay
"$795,000",--,null,null,Multi Family,1964,Off street,No Data,No Data,East Bay
"$499,950",3,2,"1,080",Single Family,1924,1 space,Wall,None,East Bay
"$450,387",2,null,null,Single Family,1925,Detached Garage,No Data,No Data,East Bay
"$440,332",2,null,null,Single Family,1944,Detached Garage,No Data,No Data,East Bay
"$612,582",3,null,null,Single Family,2009,2 spaces,Forced air,None,East Bay
"$482,835",3,null,null,Single Family,1910,Detached Garage,No Data,No Data,East Bay
"$675,000",4,3,"2,246",Single Family,1941,Detached Garage,Gas,No Data,East Bay
"$415,448",3,null,null,Single Family,1943,Detached Garage,No Data,No Data,East Bay
"$362,116",3,1,"1,176",Single Family,1946,Detached Garage,Wall,No Data,East Bay
"$373,096",2,null,null,Single Family,1942,Detached Garage,No Data,No Data,East Bay
"$472,859",3,null,null,Single Family,1943,Detached Garage,No Data,No Data,East Bay
"$465,000",3,2,"1,170",Single Family,2019,1 space,Forced air,Central,East Bay
"$159,000","7,183 sqft",null,null,null,null,null,null,null,East Bay
"$462,686",3,1,"1,152",Single Family,1915,Detached Garage,No Data,No Data,East Bay
"$2,500,000",2.73 acres,null,null,null,null,null,null,null,East Bay
"$542,950",3,null,null,Single Family,1924,Detached Garage,No Data,No Data,East Bay
"$540,429",4,null,null,Single Family,1941,Detached Garage,No Data,No Data,East Bay
null,3,null,null,Single Family,1994,"Carport, Attached Garage, Detached Garage",Forced air,Central,East Bay
"$538,799",3,null,null,Single Family,1944,Detached Garage,No Data,No Data,East Bay
"$554,973",4,null,null,Single Family,1930,Detached Garage,No Data,No Data,East Bay
"$496,487",5,3,"1,104",Single Family,1910,No Data,No Data,No Data,East Bay
"$750,000","1,102 sqft",null,null,null,null,null,null,null,East Bay
"$330,728",3,null,null,Single Family,1943,No Data,No Data,No Data,East Bay
"$374,429",2,null,null,Single Family,1944,Detached Garage,No Data,No Data,East Bay
"$799,000",6,null,null,Multi Family,1966,2 spaces,Wall,Central,East Bay
"$448,693",2,null,null,Single Family,1940,Detached Garage,No Data,No Data,East Bay
"$554,275",4,null,null,Single Family,1908,Detached Garage,No Data,No Data,East Bay
"$618,000",--,null,null,Multi Family,1952,Carport,No Data,None,East Bay
"$331,139",1,null,null,Single Family,1926,No Data,No Data,No Data,East Bay
"$433,362",2,null,null,Single Family,1944,Detached Garage,No Data,No Data,East Bay
"$535,000",5,2,"2,055",Single Family,1944,1 space,Forced air,"Wall, None",East Bay
"$175,000","3,645 sqft",null,null,null,null,null,null,null,East Bay
"$499,000",4,null,null,Multi Family,1963,2 spaces,Wall,Central,East Bay
"$448,000",2,2,885,Condo,2002,1 space,Gas,None,East Bay
"$485,828",3,null,null,Single Family,1940,Detached Garage,No Data,No Data,East Bay
"$733,119",5,3,"2,228",Mobile / Manufactured,2003,4 spaces,No Data,No Data,East Bay
"$367,833",2,1,"1,117",Single Family,1938,No Data,Gas,No Data,East Bay
"$465,000",3,2,"1,170",Single Family,2019,1 space,Forced air,Central,East Bay
"$850,000",4,2,"1,980",Single Family,1912,2 spaces,Wall,No Data,East Bay
"$1,500,000",--,null,null,Multi Family,1987,3 spaces,Forced air,None,East Bay
"$519,146",3,null,null,Multi Family,1930,None,No Data,No Data,East Bay
"$446,388",3,null,null,Single Family,1943,Detached Garage,No Data,No Data,East Bay
"$699,999",4,3,"2,380",Single Family,1942,2 spaces,"Forced air, Other",No Data,East Bay
"$466,865",2,null,null,Single Family,1946,Detached Garage,No Data,No Data,East Bay
"$399,000",3,null,null,Single Family,1944,Detached Garage,No Data,No Data,East Bay
